year_month,total_questions,avg_score,avg_views,avg_answers,pct_accepted,avg_body_length,avg_code_blocks,unique_users,pct_with_code,pct_howto,pct_debug,date
2019-03,382170,1.8820289400005232,691.6066933563598,0.5381610278148468,0.19491325849752728,1263.2789936415732,2.9115498338435777,164665,0.8309024779548368,0.0,0.004037470235758955,2019-03-01
2019-04,361703,1.6659800996950538,656.4590064223963,0.5344992991487492,0.19273271164463662,1269.6946196188585,2.9294089349549215,158659,0.8380052142227187,0.0,0.0036245206702736777,2019-04-01
2019-05,354687,1.62230924730819,604.4999929515319,0.5294668256801067,0.1940697008912083,1281.3380614457253,2.9439928725890714,155579,0.8394415357766143,0.0,0.0037554237961921356,2019-05-01
2019-06,319661,1.7286281404362747,687.954082606261,0.5347727749084186,0.19421824995854983,1281.667022251698,2.9434870065475613,141608,0.8362139891948033,0.0,0.0037258220427265135,2019-06-01
2019-07,354130,1.6093016688786603,629.3763363736481,0.533086719566261,0.19391184028464123,1277.6881314771413,2.9253268573687627,154353,0.8358935983960692,0.0,0.0037133256148871884,2019-07-01
2019-08,327677,1.650836036706879,610.5578176069728,0.5282702173176634,0.19439570064423198,1282.6306026971683,2.9949920195802573,144575,0.8412949337304724,0.0,0.0036560393314147774,2019-08-01
2019-09,324451,1.6506560312651217,621.7928315831974,0.5340529078350814,0.19061738136113004,1265.0880564399554,2.9348653571725776,144248,0.8375440359253015,0.0,0.003911222341740355,2019-09-01
2019-10,358766,1.5522903508136223,600.5907583215801,0.5328152612008942,0.1925349670816075,1260.870450377126,2.8916954226431715,157046,0.8323670581939203,0.0,0.004158699542320064,2019-10-01
2019-11,350555,1.5101909828700204,559.7897334227154,0.5289155767283308,0.19047510376403132,1272.6724679436893,2.8761364122605584,155008,0.8317325384033889,0.0,0.00446434938882629,2019-11-01
2019-12,315476,1.5658560397621373,589.0703159669832,0.526382355551611,0.1912950588951299,1299.653691564493,2.924308029770886,141143,0.8351982401196921,0.0,0.0043680026372846115,2019-12-01
2020-01,346383,1.5418481853901607,592.2923064931016,0.5262902625128831,0.19308973015419348,1292.8033535133075,2.9179030148708223,151740,0.8281670867219234,0.0,0.004431510784305234,2020-01-01
2020-02,339532,1.458472250038288,570.8447215579091,0.5256293957565119,0.19298622810221128,1297.5031572870894,2.8984396168844175,150547,0.8323898778318392,0.0,0.00445613373702626,2020-02-01
2020-03,354395,1.3727817830386997,542.8818295969187,0.5200919877537775,0.1973052667221603,1312.496925746695,2.920329011413818,157216,0.8375513198549641,0.0,0.004684038996035497,2020-03-01
2020-04,416196,1.3355510384530365,525.76629760978,0.5168045824563426,0.20053772741689013,1299.2938567405743,2.9102970715720478,177768,0.8350608847754424,0.0,0.005036088765869927,2020-04-01
2020-05,429798,1.3077026882395917,505.969776499658,0.5136575786764945,0.19860725270941232,1294.0329596694262,2.8966351634954095,181853,0.833505507238284,0.0,0.004816215989837086,2020-05-01
2020-06,396971,1.3221494769139308,514.7493444105489,0.515889069982442,0.1947900476357215,1301.4022888321817,2.873219958132962,170016,0.8306324643361858,0.0,0.004564565169747916,2020-06-01
2020-07,385923,1.3101162667164175,514.4127325917347,0.5144705031832775,0.19571779862822378,1333.5844170987477,2.9002417580709103,165251,0.8357003858282611,0.0,0.004682281180442731,2020-07-01
2020-08,346276,1.3026025482563042,500.6667196109462,0.5127037392138063,0.195872656493664,1351.6574755397428,2.9188595224618514,152099,0.8319346417308736,0.0,0.004669685453222285,2020-08-01
2020-09,330296,1.299168018989028,488.10377358490564,0.5077112650471093,0.1944467992346259,1343.1713493351417,2.9464601448397802,148465,0.8344515222709328,0.0,0.004480829316734081,2020-09-01
2020-10,331589,1.3031735069619317,474.76036297947155,0.5040517025594938,0.1966500698153437,1347.8531676261878,2.961527674319715,148950,0.8414603620747371,0.0,0.00474684021484428,2020-10-01
2020-11,313380,1.3057853085710638,477.3394090241879,0.5032899355415151,0.19779181823983663,1351.0675090943903,2.9645031591039634,142687,0.8445018826983215,0.0,0.00467483566277363,2020-11-01
2020-12,313282,1.2728372520604438,457.53001449173587,0.5002681290339056,0.193193352953569,1366.3886370745845,2.98907054985604,142279,0.841382524371014,0.0,0.00485824273338398,2020-12-01
2021-01,325977,1.2221046270135623,455.42919899256697,0.5013298484248889,0.19399221417461968,1361.3084757513566,2.9883580743426683,147072,0.8371756289554171,0.0,0.004770275203465275,2021-01-01
2021-02,304043,1.193729176465171,446.25489815585297,0.4947162079048029,0.19481783826629787,1360.205543294863,2.9985133681748963,141226,0.8379341080044599,0.0,0.004933512693928162,2021-02-01
2021-03,339339,1.1632821455830304,433.94835547932894,0.49331789154798006,0.19354391920763603,1363.9396120104084,2.9512788096858893,154929,0.832960549774709,0.0,0.00458833202196034,2021-03-01
2021-04,311348,1.1478859668281152,423.51310109587985,0.49160103806672917,0.1909728021378008,1374.4109549443067,2.982010483446176,144474,0.8374841013913692,0.0,0.004564024821100505,2021-04-01
2021-05,308515,1.1317991021506248,421.6564186506329,0.49301654700743885,0.18942677017324927,1372.5134110172926,2.9569259193232096,142829,0.8357324603341815,0.0,0.004771242889324668,2021-05-01
2021-06,297564,1.124396768426288,413.803265852052,0.4910607465956903,0.18691105106800554,1356.184971972416,2.9180915702168275,138850,0.8321940826175209,0.0,0.004462905458993695,2021-06-01
2021-07,286610,1.094441924566484,402.09642022260215,0.4880988102299292,0.1873172603886815,1361.7557028714978,2.951418303618157,133895,0.8327448449112034,0.0,0.004539269390460905,2021-07-01
2021-08,284128,1.109756870143034,412.8518836580696,0.49240131208469423,0.1867538574163757,1357.0748711848182,2.9893428313999326,132046,0.8349441096970379,0.0,0.004455738258812929,2021-08-01
2021-09,279055,1.110501514038451,419.7047427926394,0.49097848094461666,0.18314310798946445,1363.553926645285,2.993155471143681,131239,0.8356202182365483,0.0,0.004454319041049255,2021-09-01
2021-10,275025,1.0745095900372694,405.30933915098626,0.4889628215616762,0.1858231069902736,1357.463539678211,3.010999000090901,129623,0.8411089900918098,0.0,0.004821379874556858,2021-10-01
2021-11,271589,1.078331596640512,416.8499534222667,0.48538416504350324,0.18521368685771514,1370.2087566138541,3.0166427948112773,130402,0.8414479231485811,0.0,0.004915515724127266,2021-11-01
2021-12,258949,1.095354683740814,415.9026526458878,0.4867329087967129,0.18087731561040976,1373.0196254860996,2.9819153578503874,125316,0.8382615881891801,0.0,0.004946920049893995,2021-12-01
2022-01,275404,1.0736517988119272,432.7691645727731,0.48478598713163207,0.18304745029120856,1388.0276793365383,2.9846806872812306,132507,0.8345920901657202,0.0,0.004854686206445804,2022-01-01
2022-02,260478,1.0011670851281107,440.5544038268107,0.4843710409324396,0.1792320272729367,1355.9703199502453,2.9504603075883566,127360,0.8284077734012085,0.0,0.004380408326231006,2022-02-01
2022-03,279094,0.9449468637806617,415.6428300142604,0.48124646176557,0.17759966176270361,1371.1688785857095,2.944284004672261,135637,0.8304657212265402,0.0,0.0048299139358065745,2022-03-01
2022-04,260778,0.9154108091940271,388.6184532437552,0.479756727944842,0.1761805060242812,1376.7040969713703,2.958781032142282,128831,0.8339852288153142,0.0,0.004766506377071686,2022-04-01
2022-05,265464,0.8805337070186541,354.27721649639875,0.47756381279570864,0.17265241237983306,1370.714895428382,2.922121266913781,130478,0.8293214899195371,0.0,0.004885784889853238,2022-05-01
2022-06,256646,0.851168535648325,313.53503658736156,0.4692845397941133,0.17247882297016123,1375.217373346945,2.9090186482547944,127005,0.8278991295403006,0.0,0.0045860835547797355,2022-06-01
2022-07,256365,0.7981276695336726,283.10329803210266,0.46968189885514794,0.17434127123437287,1382.7103309734168,2.92436565053732,125325,0.8277260936555302,0.0,0.004840754393150391,2022-07-01
2022-08,263160,0.7772951816385469,255.60676394588845,0.46511627906976744,0.1738486092111263,1365.7444026447788,2.9051147590819273,127991,0.8262425900592796,0.0,0.004540963672290622,2022-08-01
2022-09,243967,0.7295617849955117,227.89102214643785,0.46067295986752305,0.17271188316452635,1364.3598724417648,2.927400017215443,120787,0.8287104403464403,0.0,0.0045702902441723675,2022-09-01
2022-10,245646,0.6971414148815775,205.9150484844044,0.46087052099362497,0.1735668400869544,1365.0630378675005,2.9418431401284777,122186,0.8309070776646068,0.0,0.004848440438680051,2022-10-01
2022-11,251014,0.6826192961348769,202.50525070314802,0.457261347972623,0.17048053096640028,1380.7095500649366,2.917430900268511,126384,0.8294597114105189,0.0,0.005107284852637702,2022-11-01
2022-12,222390,0.7058096137416251,208.48718017896488,0.4559827330365574,0.1691757722919196,1430.1052160618733,3.000539592607581,114872,0.8354062682674581,0.0,0.005391429470749584,2022-12-01
2023-01,225487,0.701951775490383,172.62938883394608,0.4483007889590087,0.1676460283741413,1449.9039900304674,3.0445835014878906,116886,0.8302075064194389,0.0,0.005206508579208557,2023-01-01
2023-02,198825,0.6537306676725764,170.93591349176413,0.4424695083616245,0.1642248208223312,1447.991816924431,3.0330592229347415,106980,0.8257362001760342,0.0,0.005210612347541808,2023-02-01
2023-03,203410,0.6755469249299444,180.48914016026745,0.4372154761319503,0.1608229683889681,1487.4778378644119,3.066294675777985,109545,0.8281549579666683,0.0,0.005270144044048965,2023-03-01
2023-04,173205,0.6157443491816056,167.2155653705147,0.39363759706705925,0.14404895932565456,1586.2715972402643,3.064778730406166,99613,0.8216044571461563,0.0,0.00607950116913484,2023-04-01
2023-05,173760,0.5827750920810313,151.0306399631676,0.3782170810313076,0.1389675414364641,1610.1140941528545,3.038599217311234,101249,0.8130812615101289,0.0,0.0060946132596685085,2023-05-01
2023-06,166532,0.5381608339538347,133.59054115725507,0.3750870703528451,0.13540941080392957,1609.4025772824443,2.9542790574784425,98249,0.7984051113299546,0.0,0.006629356520068215,2023-06-01
2023-07,165773,0.510981884866655,117.5682348754019,0.3747654925711666,0.13604748662327398,1614.685696705736,2.979821804515814,96630,0.7995692905358532,0.0,0.006961326633408336,2023-07-01
2023-08,160156,0.4961225305327306,104.06570468792927,0.3707947251429856,0.1354429431304478,1625.9465583556032,3.034990883888209,94084,0.8075001873173656,0.0,0.006880791228552161,2023-08-01
2023-09,141698,0.49439653347259666,94.33019520388432,0.36482519160468035,0.13375629860689636,1613.884430267188,3.0332820505582294,84787,0.8036246100862398,0.0,0.006810258436957473,2023-09-01
2023-10,142405,0.4657771847898599,82.63657174958745,0.3594045152908957,0.1319827253256557,1622.7558793581686,3.0233910326182367,86004,0.8030195568975809,0.0,0.006425336189038306,2023-10-01
2023-11,135287,0.43073613872729827,70.62777650476394,0.35569566920694523,0.13050773540694968,1656.0419626423825,3.056206435208113,82025,0.8062858959101762,0.0,0.006615565427572494,2023-11-01
2023-12,115234,0.4166391863512505,54.48215804363296,0.34856899873301284,0.12666400541506848,1700.7987920231876,3.122047312425152,71673,0.8074613395352066,0.0,0.007011819428293733,2023-12-01
2024-01,129698,0.3804916035713735,41.62967817545375,0.3466514518342611,0.12812842140973646,1682.6309503616092,3.1105414115869174,79386,0.8054788817098182,0.0,0.005983130040555753,2024-01-01
2024-02,125024,0.3568354875863834,33.572850012797545,0.33693530842078323,0.12357627335551574,1669.0149411313027,3.064547606859483,76915,0.8017340670591246,0.0,0.006430765293063732,2024-02-01
2024-03,130811,0.23038582382215564,21.961287659294708,0.3109830213055477,0.10998310539633517,1721.3001200204876,2.9916750120402718,82153,0.7942909999923554,0.0,0.006543792188730305,2024-03-01
