lang,year_month,n_questions,median_body_len,log_body_len,median_code_blocks,frac_with_code,ari,post_copilot_beta,did_copilot_beta,post_copilot_ga,did_copilot_ga,post_chatgpt,did_chatgpt,post_gpt4,did_gpt4,post_llama2,did_llama2,post_code_llama,did_code_llama,post_devin,did_devin,post_claude35,did_claude35
javascript,2018-05,17776,1277.0,7.15305163493748,2.0,0.9236611161116112,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-06,16908,1231.0,7.116394144093465,2.0,0.9119943222143364,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-07,17495,1248.0,7.130098510125578,2.0,0.9143183766790511,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-08,17541,1238.0,7.122059881629142,2.0,0.915569237785759,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-09,15718,1247.0,7.129297548929373,2.0,0.9129024048861178,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-10,17132,1245.0,7.1276936993473985,2.0,0.9107518094793369,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-11,15851,1259.0,7.138866999945524,2.0,0.9150211343132926,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-12,14004,1279.0,7.154615356913663,2.0,0.9230219937160811,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-01,15747,1303.0,7.1731917424865985,2.0,0.9199847590017146,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-02,15409,1284.0,7.158513997329321,2.0,0.918489194626517,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-03,17050,1287.0,7.160845906664299,2.0,0.9236950146627566,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-04,15858,1302.0,7.172424577124845,2.0,0.9285534115273049,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-05,15831,1286.0,7.160069207596127,2.0,0.9328532625860653,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-06,14507,1300.0,7.170888478512505,2.0,0.9250706555455986,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-07,15793,1333.0,7.195937226475569,2.0,0.9287659089470018,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-08,14896,1342.0,7.202661196523238,2.0,0.9421321160042965,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-09,14547,1324.0,7.1891677384203225,2.0,0.9298137072936,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-10,15667,1296.0,7.167809184316444,2.0,0.9244271398480883,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-11,15425,1323.0,7.188412736496954,2.0,0.919870340356564,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2019-12,14043,1361.0,7.216709486709457,2.0,0.9310688599302144,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-01,15715,1318.0,7.1846291527173145,2.0,0.9250397709195036,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-02,15425,1325.0,7.189922170745808,2.0,0.9242787682333874,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-03,17230,1313.0,7.1808311990445555,2.0,0.9281485780615206,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-04,20468,1317.5,7.184250005793341,2.0,0.9217314832909909,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-05,21071,1315.0,7.182352111885263,2.0,0.9243984623416069,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-06,19411,1293.0,7.165493475060845,2.0,0.9182422337849673,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-07,19469,1347.0,7.206377291472252,2.0,0.9220812573835327,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-08,17655,1364.0,7.21890970761906,2.0,0.9194562446898895,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-09,16483,1366.0,7.220373836723949,2.0,0.9249529818600983,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-10,16134,1377.5,7.2287512304638515,2.0,0.9287219536382794,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-11,15206,1385.0,7.234177179749849,2.0,0.9340391950545838,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2020-12,15727,1381.0,7.231287004327616,2.0,0.9268137597761811,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-01,16550,1383.0,7.232733136177615,2.0,0.923987915407855,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-02,15028,1390.0,7.237778191923443,2.0,0.9272025552302369,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-03,16446,1395.0,7.241366283322318,2.0,0.9270339292229114,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-04,15572,1398.0,7.243512974665482,2.0,0.9267916773696379,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-05,15480,1394.0,7.240649694255466,2.0,0.9200258397932817,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-06,14698,1400.0,7.244941546337007,2.0,0.9246836304259083,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-07,14492,1376.0,7.227662498728654,2.0,0.9244410709356886,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-08,14375,1388.0,7.236339342754344,2.0,0.9274434782608696,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-09,14145,1389.0,7.237059026124737,2.0,0.9231530576175327,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-10,13586,1371.0,7.22402480828583,2.0,0.9221257176505226,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-11,13239,1359.0,7.215239978730097,2.0,0.9239368532366493,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2021-12,12845,1388.0,7.236339342754344,2.0,0.9236278707668354,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-01,13732,1407.0,7.249925536717988,2.0,0.9206961840955432,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-02,12594,1371.0,7.22402480828583,2.0,0.9170239796728601,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-03,13358,1370.5,7.2236603103776575,2.0,0.9143584368917502,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-04,13256,1393.0,7.2399325913204695,2.0,0.920036210018105,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-05,13113,1396.0,7.242082359256962,2.0,0.9158087394188973,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-06,12425,1384.0,7.233455418621439,2.0,0.9200804828973843,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-07,12514,1398.5,7.2438703089555085,2.0,0.9196899472590698,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-08,12850,1404.0,7.247792581767846,2.0,0.9192217898832685,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-09,11684,1393.0,7.2399325913204695,2.0,0.9207463197535091,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-10,11449,1392.0,7.239214973779806,2.0,0.9158878504672897,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-11,11562,1371.5,7.224389173383686,2.0,0.9158450095139249,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2022-12,10127,1424.0,7.261927092702751,2.0,0.9187321023007801,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-01,9915,1496.0,7.311218384419629,2.0,0.9158850226928895,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-02,8373,1502.0,7.315218389752975,2.0,0.9107846649946256,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-03,8395,1550.0,7.346655163176539,2.0,0.9181655747468731,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-04,7731,1606.0,7.382124365737512,2.0,0.9124304747121976,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-05,7520,1601.5,7.379320188794825,2.0,0.905718085106383,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-06,7276,1578.5,7.36486362024214,2.0,0.889912039582188,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2023-07,7322,1599.5,7.378071359409918,2.0,0.8967495219885278,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0,0,0.0
javascript,2023-08,6581,1672.0,7.422373700986824,2.0,0.9032061996657043,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2023-09,5554,1688.0,7.4318919168078,2.0,0.9148361541231544,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2023-10,5321,1705.0,7.441906728051625,2.0,0.905093027626386,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2023-11,5063,1736.0,7.459914766241105,2.0,0.9051945486865495,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2023-12,4663,1755.0,7.470793774195062,2.0,0.9067124168989921,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2024-01,5013,1748.0,7.466799475018602,2.0,0.9156193895870736,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2024-02,4640,1747.5,7.466513556503431,2.0,0.9043103448275862,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0,0,0.0
javascript,2024-03,5236,1761.0,7.474204806496124,2.0,0.890183346065699,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,1,0.829,0,0.0
csharp,2018-01,9294,1258.5,7.138470095792665,2.0,0.8518398967075532,0.688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
csharp,2018-02,8517,1289.0,7.162397497355718,2.0,0.8660326406011506,0.688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
csharp,2018-03,9730,1288.0,7.161622002939187,2.0,0.8661870503597122,0.688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
