lang,year_month,n_questions,total_answers,avg_answers,pct_accepted,avg_views,total_views,n_users,ari,ari_centered,covid,post_copilot_beta,did_copilot_beta,post_copilot_ga,did_copilot_ga,post_chatgpt,did_chatgpt,post_gpt4,did_gpt4,post_llama2,did_llama2,post_code_llama,did_code_llama,post_devin,did_devin,avg_answers_lt,n_questions_lt,avg_views_lt,total_views_lt,views_per_q,views_per_q_lt
assembly,2019-07,148,141,0.9527027027027027,0.5135135135135135,1851.2837837837837,273990,124,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6692144143483171,5.003946305945459,7.524174634452221,12.520850538115413,1851.2837837837837,7.524174634452221
assembly,2019-08,130,135,1.0384615384615385,0.5615384615384615,1075.6846153846154,139839,110,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.7121953755306398,4.875197323201151,6.981641798045505,11.848254190889362,1075.6846153846154,6.981641798045505
assembly,2019-09,178,171,0.9606741573033708,0.48314606741573035,1385.1011235955057,246548,146,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6732883719103421,5.187385805840755,7.234250137835461,12.415316035671628,1385.1011235955057,7.234250137835461
assembly,2019-10,264,215,0.8143939393939394,0.3977272727272727,1082.715909090909,285837,210,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5957514942645991,5.579729825986222,6.988151071167147,12.563180495751459,1082.715909090909,6.988151071167147
assembly,2019-11,221,181,0.8190045248868778,0.3891402714932127,976.3031674208145,215763,180,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5982893871012682,5.402677381872279,6.884796908330856,12.281940496759303,976.3031674208145,6.884796908330856
assembly,2019-12,195,158,0.8102564102564103,0.4307692307692308,681.5589743589744,132904,154,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.59346849836955,5.278114659230517,6.525848932643224,11.797389866266021,681.5589743589744,6.525848932643224
assembly,2020-01,173,157,0.9075144508670521,0.42196531791907516,971.4161849710982,168055,137,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.645801059962747,5.159055299214529,6.879783886658757,12.032052536175517,971.4161849710982,6.879783886658757
assembly,2020-02,218,163,0.7477064220183486,0.3532110091743119,1094.7752293577983,238661,165,0.089,-0.5539230769230771,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5583043123376119,5.389071729816501,6.999217363772889,12.382803604010883,1094.7752293577983,6.999217363772889
assembly,2020-03,237,157,0.6624472573839663,0.3628691983122363,633.9746835443038,150252,196,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5082907681628026,5.472270673671475,6.453585129663757,11.920075818920251,633.9746835443038,6.453585129663757
assembly,2020-04,313,220,0.7028753993610224,0.30670926517571884,792.4568690095847,248039,255,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5323182336256913,5.749392985908253,6.676399183113713,12.421345302463815,792.4568690095847,6.676399183113713
assembly,2020-05,295,196,0.6644067796610169,0.3423728813559322,623.806779661017,184023,241,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5094687714547007,5.69035945432406,6.43744244939653,12.122821462867854,623.806779661017,6.43744244939653
assembly,2020-06,260,209,0.8038461538461539,0.4307692307692308,670.9807692307693,174455,189,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5899211374307517,5.564520407322694,6.510229722897552,12.069427839832581,670.9807692307693,6.510229722897552
assembly,2020-07,208,194,0.9326923076923077,0.4951923076923077,812.7019230769231,169042,163,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6589140089177031,5.342334251964811,6.701594111073203,12.037908399411208,812.7019230769231,6.701594111073203
assembly,2020-08,203,162,0.7980295566502463,0.39901477832512317,795.9655172413793,161581,138,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5866913745407042,5.318119993844216,6.680811412159597,11.992768032726621,795.9655172413793,6.680811412159597
assembly,2020-09,253,191,0.7549407114624506,0.4031620553359684,576.1739130434783,145772,169,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5624350737047045,5.537334267018537,6.35814363018099,11.889805896222615,576.1739130434783,6.35814363018099
assembly,2020-10,294,197,0.6700680272108843,0.336734693877551,715.6530612244898,210402,221,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5128643604558389,5.68697535633982,6.574591847935473,12.256780018299173,715.6530612244898,6.574591847935473
assembly,2020-11,298,225,0.7550335570469798,0.36577181208053694,670.1442953020135,199703,226,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5624879775595184,5.700443573390687,6.508984159012269,12.204591549248375,670.1442953020135,6.508984159012269
assembly,2020-12,256,219,0.85546875,0.39453125,647.6796875,165806,210,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6181373595550788,5.54907608489522,6.474939047103509,12.018579740333728,647.6796875,6.474939047103509
assembly,2021-01,238,203,0.8529411764705882,0.4579831932773109,736.7478991596639,175346,189,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6167742017753712,5.476463551931511,6.603602166187227,12.074522146782106,736.7478991596639,6.603602166187227
assembly,2021-02,187,134,0.7165775401069518,0.33689839572192515,627.2139037433155,117289,156,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5403325062754293,5.236441962829949,6.442880719529657,11.672404779515551,627.2139037433155,6.442880719529657
assembly,2021-03,275,222,0.8072727272727273,0.37454545454545457,541.7818181818182,148990,241,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5918189284300575,5.62040086571715,6.296707431050801,11.911641180418718,541.7818181818182,6.296707431050801
assembly,2021-04,245,159,0.6489795918367347,0.32653061224489793,464.17551020408166,113723,199,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5001566674164231,5.5053315359323625,6.142414775673408,11.641529739258194,464.17551020408166,6.142414775673408
assembly,2021-05,246,172,0.6991869918699187,0.3252032520325203,646.4349593495934,159023,199,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5301498965923935,5.5093883366279774,6.473018339647429,11.976810413207787,646.4349593495934,6.473018339647429
assembly,2021-06,217,159,0.7327188940092166,0.35023041474654376,460.2027649769585,99864,177,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.549691789849435,5.384495062789089,6.1338377835568085,11.511574552899273,460.2027649769585,6.1338377835568085
assembly,2021-07,143,111,0.7762237762237763,0.3916083916083916,622.6783216783217,89043,108,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5744896367586293,4.969813299576001,6.435634725317502,11.39688590857022,622.6783216783217,6.435634725317502
assembly,2021-08,128,96,0.75,0.40625,549.53125,70340,105,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5596157879354227,4.859812404361672,6.310883721127413,11.161110122588845,549.53125,6.310883721127413
assembly,2021-09,160,135,0.84375,0.35,470.3625,75258,136,0.089,-0.5539230769230771,1,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.6118015411059929,5.081404364984463,6.155627437061965,11.228690776788357,470.3625,6.155627437061965
assembly,2021-10,163,133,0.8159509202453987,0.4049079754601227,533.3680981595093,86939,126,0.089,-0.5539230769230771,1,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.596609253517298,5.099866427824199,6.281084923882721,11.372973504542783,533.3680981595093,6.281084923882721
assembly,2021-11,244,194,0.7950819672131147,0.3729508196721312,537.1065573770492,131054,205,0.089,-0.5539230769230771,1,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5850506850832442,5.501258210544727,6.288056602589213,11.783372361400305,537.1065573770492,6.288056602589213
assembly,2021-12,209,141,0.6746411483253588,0.3349282296650718,371.27272727272725,77596,175,0.089,-0.5539230769230771,1,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5155989025186484,5.3471075307174685,5.9196267234888,11.259284045630187,371.27272727272725,5.9196267234888
assembly,2022-01,187,132,0.7058823529411765,0.3422459893048128,449.85561497326205,84123,152,0.089,-0.5539230769230771,0,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.534082485930258,5.236441962829949,6.1111471440621346,11.34004717980357,449.85561497326205,6.1111471440621346
assembly,2022-02,166,126,0.7590361445783133,0.35542168674698793,381.26506024096386,63290,141,0.089,-0.5539230769230771,0,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5647660139117385,5.117993812416755,5.946114242962979,11.055498417928932,381.26506024096386,5.946114242962979
assembly,2022-03,196,133,0.6785714285714286,0.3469387755102041,575.5765306122449,112813,164,0.089,-0.5539230769230771,0,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5179430915348546,5.2832037287379885,6.357108081310084,11.633495723819832,575.5765306122449,6.357108081310084
assembly,2022-04,199,124,0.6231155778894473,0.31155778894472363,366.29145728643215,72892,175,0.089,-0.5539230769230771,0,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.48434749849816416,5.298317366548036,5.906155694418562,11.196747891438473,366.29145728643215,5.906155694418562
assembly,2022-05,202,139,0.6881188118811881,0.2524752475247525,742.980198019802,150082,165,0.089,-0.5539230769230771,0,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.523614779882312,5.313205979041787,6.612014418914109,11.918943753379287,742.980198019802,6.612014418914109
assembly,2022-06,195,139,0.7128205128205128,0.2923076923076923,318.8666666666667,62179,147,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5381414344129536,5.278114659230517,5.76790424229743,11.037788683612744,318.8666666666667,5.76790424229743
assembly,2022-07,149,114,0.7651006711409396,0.38926174496644295,343.40939597315435,51168,114,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5682077262323054,5.0106352940962555,5.841831054333441,10.842889158907376,343.40939597315435,5.841831054333441
assembly,2022-08,134,102,0.7611940298507462,0.3283582089552239,372.3955223880597,49901,115,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5659920050746987,4.90527477843843,5.922638239573645,10.817816361096742,372.3955223880597,5.922638239573645
assembly,2022-09,142,109,0.7676056338028169,0.31690140845070425,246.07746478873239,34943,118,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5696258815305232,4.962844630259907,5.509701910085128,10.461502059104577,246.07746478873239,5.509701910085128
assembly,2022-10,191,134,0.7015706806282722,0.25654450261780104,262.413612565445,50121,159,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5315517542831076,5.2574953720277815,5.573725468176709,10.822215312443701,262.413612565445,5.573725468176709
assembly,2022-11,223,162,0.726457399103139,0.32286995515695066,255.51121076233184,56979,198,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5460715628276654,5.4116460518550396,5.547172370331473,10.950455608051898,255.51121076233184,5.547172370331473
assembly,2022-12,216,136,0.6296296296296297,0.2962962962962963,247.2962962962963,53416,174,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.4883527679139321,5.37989735354046,5.51462277615759,10.885884326344947,247.2962962962963,5.51462277615759
assembly,2023-01,192,126,0.65625,0.265625,186.71354166666666,35849,169,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.5045560107523953,5.262690188904886,5.234917086257389,10.487098846027767,186.71354166666666,5.234917086257389
assembly,2023-02,135,75,0.5555555555555556,0.23703703703703705,155.14074074074074,20944,120,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.44183275227903923,4.912654885736052,5.0507577847614655,9.949655233381135,155.14074074074074,5.0507577847614655
assembly,2023-03,139,86,0.6187050359712231,0.2446043165467626,149.76978417266187,20818,129,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0.4816264690737284,4.941642422609304,5.015754065289252,9.943621310275773,149.76978417266187,5.015754065289252
assembly,2023-04,161,92,0.5714285714285714,0.2546583850931677,166.7888198757764,26853,144,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0.4519851237430572,5.087596335232384,5.122706164136247,10.198170064632654,166.7888198757764,5.122706164136247
assembly,2023-05,153,108,0.7058823529411765,0.3202614379084967,172.83006535947712,26443,136,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0.534082485930258,5.0369526024136295,5.15807818612991,10.182784568453469,172.83006535947712,5.15807818612991
assembly,2023-06,128,92,0.71875,0.25,131.625,16848,108,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0,-0.0,0.5415972824327444,4.859812404361672,4.887525596934148,9.732046586838385,131.625,4.887525596934148
assembly,2023-07,131,76,0.5801526717557252,0.2366412213740458,128.4732824427481,16830,106,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0,-0.0,0.4575214700642175,4.882801922586371,4.8634745466706875,9.730977703126166,128.4732824427481,4.8634745466706875
assembly,2023-08,115,69,0.6,0.23478260869565218,97.64347826086957,11229,104,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.4700036292457355,4.7535901911063645,4.591512120408659,9.326344047732489,97.64347826086957,4.591512120408659
assembly,2023-09,124,83,0.6693548387096774,0.28225806451612906,119.44354838709677,14811,106,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.5124372276603322,4.8283137373023015,4.791181165045173,9.603192942033504,119.44354838709677,4.791181165045173
assembly,2023-10,144,88,0.6111111111111112,0.2152777777777778,100.81944444444444,14518,130,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.47692407209030935,4.976733742420574,4.623201092207531,9.583213415483687,100.81944444444444,4.623201092207531
assembly,2023-11,147,77,0.5238095238095238,0.23809523809523808,79.19727891156462,11642,137,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.4212134650763036,4.997212273764115,4.384489585513391,9.362460420037015,79.19727891156462,4.384489585513391
assembly,2023-12,153,102,0.6666666666666666,0.29411764705882354,76.88235294117646,11763,134,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.5108256237659906,5.0369526024136295,4.3551993924407375,9.372799299673886,76.88235294117646,4.3551993924407375
assembly,2024-01,146,79,0.541095890410959,0.2191780821917808,67.63698630136986,9875,123,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.4324937804960837,4.990432586778736,4.2288315483499925,9.19786285046507,67.63698630136986,4.2288315483499925
assembly,2024-02,109,70,0.6422018348623854,0.24770642201834864,68.6788990825688,7486,91,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0,-0.0,0.4960379236116113,4.700480365792417,4.243897532800729,8.920923462230686,68.6788990825688,4.243897532800729
assembly,2024-03,129,61,0.4728682170542636,0.16279069767441862,43.333333333333336,5590,117,0.089,-0.5539230769230771,0,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,1,-0.5539230769230771,0.38721166779881405,4.867534450455582,3.791736839553644,8.628913441026645,43.333333333333336,3.791736839553644
c,2018-01,2001,3039,1.5187406296851573,0.5217391304347826,1092.937031484258,2186967,1627,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.9237590264816808,7.601901959875166,6.997538423267133,14.598026667635992,1092.937031484258,6.997538423267133
c,2018-02,1923,2919,1.5179407176287052,0.5184607384295372,1125.6453458138326,2164616,1528,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.9234413919092241,7.562161631225652,7.02699977579602,14.587753998457359,1125.6453458138326,7.02699977579602
c,2018-03,2257,3331,1.4758529020824103,0.5011076650420913,1009.2184315463004,2277806,1812,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.9065849435593167,7.722234744709607,6.91792185531029,14.638723695958415,1009.2184315463004,6.91792185531029
c,2018-04,2038,2907,1.4263984298331698,0.49656526005888124,1032.4102060843966,2104052,1660,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.8864080302741424,7.620214770574455,6.940619492023007,14.55937604263654,1032.4102060843966,6.940619492023007
c,2018-05,2168,2946,1.3588560885608856,0.5018450184501845,1024.1711254612546,2220403,1661,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.8581767932915951,7.682021510826875,6.932614829307147,14.613199719273732,1024.1711254612546,6.932614829307147
c,2018-06,1674,2491,1.48805256869773,0.5101553166069295,1108.615890083632,1855823,1302,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.9115003035515225,7.423568444259167,7.011769189449302,14.433839360245656,1108.615890083632,7.011769189449302
c,2018-07,1437,2237,1.556715379262352,0.5247042449547669,1386.6485734168407,1992614,1138,0.531,-0.11192307692307701,0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0,-0.0,0.938723379696046,7.271008538280992,7.235365919828007,14.504958404417614,1386.6485734168407,7.235365919828007
