lang,year_month,n_questions,n_askers,gini,top10_share,hhi,questions_per_user,ari,post_copilot_beta,did_copilot_beta,post_copilot_ga,did_copilot_ga,post_chatgpt,did_chatgpt,post_gpt4,did_gpt4,post_llama2,did_llama2,post_code_llama,did_code_llama,post_devin,did_devin,post_claude35,did_claude35,lang_fe,month_fe
python,2019-06,16848,12258,0.24327971484250377,0.284306742640076,0.000613503148423218,1.3744493392070485,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-06
python,2019-07,19263,13748,0.2535432015418446,0.2894668535534444,0.0006845707718299577,1.4011492580739016,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-07
python,2019-08,17643,12653,0.2518637702330537,0.29037011846057925,0.0008101474138424581,1.3943728759977871,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-08
python,2019-09,16470,12166,0.2326900663069993,0.274802671523983,0.000642857116525087,1.353772809469012,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-09
python,2019-10,19992,14241,0.25588176426388265,0.2924169667867147,0.0007098477646360663,1.4038340004213188,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-10
python,2019-11,20134,14501,0.2494920471705856,0.2884672692957187,0.0008469034759255635,1.3884559685538929,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-11
python,2019-12,17733,12923,0.24167304017127783,0.28133987480967687,0.0009316341105127921,1.3722045964559313,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2019-12
python,2020-01,19539,14101,0.2473991535675274,0.2859409386355494,0.0007492550779997078,1.3856464080561661,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-01
python,2020-02,19589,14169,0.24678903892234338,0.2858236765531676,0.0008839443196412085,1.3825252311384006,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-02
python,2020-03,22189,16071,0.24636431614601145,0.28748478976069225,0.0009211565241994958,1.3806857071744136,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-03
python,2020-04,27055,19249,0.25598883616675505,0.2915542413601922,0.0009312761218215658,1.4055275598732402,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-04
python,2020-05,28781,20118,0.2662333112299778,0.2988777318369758,0.0008662141590378321,1.430609404513371,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-05
python,2020-06,26487,18472,0.2685028522535459,0.3019594518065466,0.0010820196919992303,1.4338999566912083,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-06
python,2020-07,25617,17780,0.27107469761033354,0.3033532419877425,0.001082163653580669,1.4407761529808774,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-07
python,2020-08,22483,15981,0.25659772563337546,0.2912422719387982,0.000991635188813576,1.4068581440460546,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-08
python,2020-09,21268,15197,0.2540651583468714,0.29095354523227385,0.0010278828215528916,1.399486740804106,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-09
python,2020-10,22386,16098,0.25129107645493565,0.29116412043241313,0.0010561986622808607,1.390607528885576,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-10
python,2020-11,21661,15676,0.24648396863973418,0.28558238308480677,0.0012390714768928466,1.3817938249553459,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-11
python,2020-12,21743,15823,0.24276163251713237,0.2830336200156372,0.0008305876564779547,1.3741389117108007,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2020-12
python,2021-01,22397,16301,0.24307056337407182,0.28387730499620484,0.0010047274121525165,1.3739647874363536,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-01
python,2021-02,21011,15467,0.23535062406559387,0.2773309218980534,0.0006956089444421436,1.358440550850197,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-02
python,2021-03,23339,17002,0.24229475320407887,0.2831312395561078,0.000688031690966192,1.3727208563698388,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-03
python,2021-04,21963,16202,0.23422291734227774,0.2770113372490097,0.0006414844182660508,1.3555733860017283,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-04
python,2021-05,21893,16046,0.2373209083219777,0.27680080390992556,0.0006309134654276193,1.3643898790975943,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-05
python,2021-06,20463,15033,0.23579882391303597,0.2761569662317353,0.0006287446636605083,1.3612053482338855,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-06
python,2021-07,20151,14714,0.23970242219158902,0.2791424743188924,0.000630796515635521,1.3695120293597933,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-07
python,2021-08,19468,14336,0.23558895985903608,0.2787651530717074,0.000596496559879691,1.3579799107142858,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-08
python,2021-09,18622,13960,0.22488765329482122,0.2725808183868543,0.0006002383928313236,1.3339541547277938,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-09
python,2021-10,19412,14439,0.22988008257223197,0.27606635071090047,0.0006075009567286891,1.3444144331324883,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-10
python,2021-11,19645,14687,0.22645604887446671,0.27284296258589974,0.0005792586804686208,1.3375774494450874,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-11
python,2021-12,18637,14022,0.22134625413714734,0.26715673123356765,0.0006632304936581773,1.3291256596776495,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2021-12
python,2022-01,19300,14594,0.2183472091944947,0.2667357512953368,0.0004120164299712743,1.322461285459778,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-01
python,2022-02,18884,14236,0.22074739708674643,0.26895784791357763,0.000559952173025642,1.3264962067996628,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-02
python,2022-03,20330,15335,0.22014632704490675,0.26802754549926217,0.0005402158046923259,1.3257254646234105,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-03
python,2022-04,19478,14786,0.21615429447383694,0.2652223020844029,0.0004943113211488923,1.317327201406736,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-04
python,2022-05,19062,14258,0.2264287524218135,0.27342356520826777,0.000574609449689218,1.33693365128349,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-05
python,2022-06,18440,14025,0.2155546688010641,0.26670281995661604,0.00046671858310472843,1.3147950089126559,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-06
python,2022-07,18671,14033,0.22208998221874182,0.26816988913287987,0.00044418883481779094,1.3305066628661013,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-07
python,2022-08,18332,13815,0.22099299453542331,0.26898319877809296,0.0005192609806688656,1.3269634455302208,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-08
python,2022-09,16771,12809,0.21236199341998083,0.26349054916224435,0.0003735497190011375,1.3093137637598564,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-09
python,2022-10,18210,13933,0.21107492816981308,0.2627677100494234,0.0003819795955478235,1.306969066245604,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-10
python,2022-11,18541,14373,0.20246721419457891,0.2571058734696079,0.00034666043356055453,1.289988172267446,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-11
python,2022-12,15595,12350,0.1882722143113969,0.24918243026611092,0.00029367523831071477,1.262753036437247,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2022-12
python,2023-01,14767,11723,0.18721941572438866,0.25049095957201867,0.00031442562335367067,1.2596604964599505,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-01
python,2023-02,12816,10463,0.1675760002281388,0.23946629213483145,0.00020394538428088486,1.2248876995125682,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-02
python,2023-03,12578,10380,0.16041240616165914,0.23652408968039434,0.00021255819719297265,1.2117533718689788,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-03
python,2023-04,11601,9723,0.14855090878998106,0.22920437893285062,0.00017791967958913384,1.1931502622647332,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-04
python,2023-05,11494,9660,0.14583395927878115,0.22498694971289368,0.00015954640196446594,1.1898550724637682,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-05
python,2023-06,10916,9196,0.1455868420494771,0.23039574935873947,0.0001838047458180602,1.1870378425402348,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,python,2023-06
python,2023-07,10797,9068,0.1472335189744378,0.22876725016208205,0.0002004113927859225,1.1906704896338773,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,python,2023-07
python,2023-08,9984,8477,0.1394971603025381,0.22666266025641027,0.00019855486727481916,1.1777751563052967,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2023-08
python,2023-09,8409,7242,0.1276944695930627,0.2169104530859793,0.00017874092819786426,1.1611433305716652,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2023-09
python,2023-10,8756,7569,0.12566710007839554,0.2197350388305162,0.00017694581967522734,1.1568238869071212,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2023-10
python,2023-11,8276,7170,0.12438942265885526,0.22027549540840985,0.00019237233753531205,1.1542538354253835,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2023-11
python,2023-12,6830,6055,0.10652251868849842,0.20219619326500732,0.00021788295115211716,1.1279933938893476,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2023-12
python,2024-01,7593,6615,0.12040353434494655,0.21598841037797972,0.00020871185447429355,1.1478458049886622,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2024-01
python,2024-02,7662,6701,0.11683553271520893,0.21299921691464369,0.00018907699153773152,1.1434114311296821,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,python,2024-02
python,2024-03,8269,7238,0.11582874892261656,0.21223848107389043,0.00017147739114107,1.1424426637192595,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,python,2024-03
javascript,2018-01,17935,13000,0.2472170830563359,0.28948982436576526,0.001259770184265907,1.3796153846153847,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-01
javascript,2018-02,16352,12115,0.2337206003619908,0.28057729941291587,0.0013814312258493184,1.3497317375154767,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-02
javascript,2018-03,18209,13281,0.24410249241949208,0.2889779779230051,0.0013008837251541417,1.371056396355696,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-03
javascript,2018-04,16970,12434,0.24151546565393858,0.28768414849734825,0.001213372136832686,1.3648061766125141,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-04
javascript,2018-05,17174,12539,0.24336203802956252,0.28857575404681496,0.0014565500057373156,1.3696467022888588,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-05
javascript,2018-06,16267,11823,0.24634768128974108,0.29046535931640743,0.001265969934186229,1.3758775268544363,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-06
javascript,2018-07,16927,12258,0.248747346670171,0.29284574939445857,0.0012012669306938,1.3808941099689998,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-07
javascript,2018-08,16873,12295,0.243865731186504,0.2877970722455995,0.0009417027113655529,1.372346482309882,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-08
javascript,2018-09,15088,11040,0.2421170677916609,0.2876458112407211,0.0012195157093232603,1.3666666666666667,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-09
javascript,2018-10,16396,11905,0.24574365307033944,0.28836301536960235,0.001074795493649758,1.3772364552708947,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-10
javascript,2018-11,15273,11221,0.23983032907666338,0.286125842990899,0.001367824766876579,1.3611086355939757,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-11
javascript,2018-12,13487,10140,0.2256065194783961,0.27789723437384145,0.0013893686342239418,1.3300788954635108,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2018-12
javascript,2019-01,15124,11111,0.24071722600325712,0.2895398042845808,0.0012682253400103708,1.3611736117361173,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-01
javascript,2019-02,14784,10964,0.2329419970079173,0.2800324675324675,0.0008978130680646914,1.3484129879605984,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-02
javascript,2019-03,16351,11992,0.23984394688910296,0.28481438444131857,0.0009118019738841735,1.3634923282188125,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-03
javascript,2019-04,15224,11285,0.2327033359867625,0.27896741986337364,0.0010085767031561472,1.3490474080638015,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-04
javascript,2019-05,15180,11241,0.23315275262224125,0.2790513833992095,0.0008224537868806642,1.350413664264745,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-05
javascript,2019-06,13886,10302,0.23386363256976206,0.28294685294541266,0.0009631627460320761,1.3478936128907009,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-06
javascript,2019-07,15115,11161,0.2360123205589569,0.28316242143565995,0.0008738693065371899,1.354269330705134,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-07
javascript,2019-08,14259,10564,0.23459195370845184,0.28339995792131284,0.0009212170302894493,1.3497728133282847,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-08
javascript,2019-09,13915,10331,0.23316747459312356,0.2819259791591807,0.000979041041361823,1.346917045784532,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-09
javascript,2019-10,14937,11104,0.23126630527369613,0.2791055767557073,0.0008782462204327512,1.3451909221902016,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-10
javascript,2019-11,14740,10930,0.23477219657348292,0.28507462686567164,0.0010849845996365774,1.3485818847209514,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-11
javascript,2019-12,13350,9964,0.22964215745973895,0.28,0.001065174150289666,1.3398233641107988,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2019-12
javascript,2020-01,15029,11031,0.2404126325160653,0.2875108124293033,0.00113558261378236,1.362433142960747,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-01
javascript,2020-02,14706,10887,0.23439239472398174,0.2817217462260302,0.0010414283610795715,1.350785340314136,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-02
javascript,2020-03,16463,12083,0.23949883499562535,0.283666403450161,0.0011337880737637934,1.3624927584209219,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-03
javascript,2020-04,19555,14044,0.2520981579535144,0.2925594477115827,0.0008226637676802854,1.3924095699230987,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-04
javascript,2020-05,20203,14399,0.25757212807264407,0.29762906499034797,0.000995221963878493,1.403083547468574,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-05
javascript,2020-06,18537,13315,0.25202079627573365,0.2925500350650051,0.0009270492343834255,1.39218926023282,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-06
javascript,2020-07,18575,13268,0.2563623951169614,0.2963122476446837,0.0011489907598781995,1.3999849261380766,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-07
javascript,2020-08,16876,12291,0.24512785270071125,0.2902346527613178,0.0011942020547123671,1.3730371816776503,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-08
javascript,2020-09,15634,11513,0.23655454489483058,0.2813099654598951,0.000738460664311188,1.3579431946495266,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-09
javascript,2020-10,15340,11354,0.23423069229460167,0.28044328552803127,0.001194217467945176,1.3510657037167517,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-10
javascript,2020-11,14561,10691,0.2386780236563432,0.2825355401414738,0.0011797745016205127,1.3619867178000187,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-11
javascript,2020-12,15029,11201,0.23010809877916652,0.2790604830660723,0.0010532966493005619,1.3417552004285331,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2020-12
javascript,2021-01,15863,11595,0.24291209305465022,0.2889743428103133,0.001203359143107922,1.368089693833549,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-01
javascript,2021-02,14317,10701,0.22832308430407885,0.27785150520360413,0.0011679827338636878,1.3379123446406878,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-02
javascript,2021-03,15643,11671,0.2295688315394142,0.2785271367384773,0.00083982878394166,1.340330734298689,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-03
javascript,2021-04,14795,11063,0.22919673819948588,0.28063534978033117,0.0009552152482485372,1.3373406851667722,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-04
javascript,2021-05,14847,11006,0.23346482905085503,0.280999528524281,0.0009651576907745414,1.3489914592040706,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-05
javascript,2021-06,13993,10560,0.22170532641862056,0.27335096119488317,0.001073159626030001,1.325094696969697,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-06
javascript,2021-07,13790,10301,0.22982574049746574,0.28092820884699055,0.0013001086955950157,1.3387049800990196,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-07
javascript,2021-08,13581,10187,0.22559690376369373,0.27479567042191294,0.001026726002107496,1.3331697261215274,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-08
javascript,2021-09,13480,10213,0.21894715265149062,0.26965875370919884,0.0008520591006348565,1.3198864192695583,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-09
javascript,2021-10,12806,9732,0.21886855081481213,0.2747930657504295,0.0010322839600922075,1.3158651870119193,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-10
javascript,2021-11,12468,9540,0.21403566295334506,0.27005133140840554,0.0009570345448480289,1.3069182389937106,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-11
javascript,2021-12,12135,9260,0.21487535385302675,0.2683971981870622,0.0009785327780502582,1.310475161987041,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2021-12
javascript,2022-01,12873,9764,0.21951157707987906,0.27390662627204226,0.0008909741184470757,1.3184145841868087,0.829,1,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,javascript,2022-01
