lang,year_month,tag_entropy,unique_tags,tag_concentration,ari,ari_centered,did_copilot_beta,did_copilot_ga,did_chatgpt,did_gpt4,did_llama2,did_code_llama,did_devin,covid,unique_tags_lt
assembly,2023-03,3.7605791642160904,153,0.46893787575150303,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,-0.0,-0.0,0,5.0369526024136295
assembly,2023-04,3.887123025179741,174,0.4465195246179966,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,-0.0,-0.0,0,5.1647859739235145
assembly,2023-05,3.864266998358405,171,0.45709281961471104,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,-0.0,-0.0,0,5.147494476813453
assembly,2023-06,3.8382496454347415,160,0.47280334728033474,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,-0.0,-0.0,0,5.081404364984463
assembly,2023-07,4.005227930513698,172,0.4074074074074074,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,-0.0,0,5.153291594497779
assembly,2023-08,3.985259226154512,165,0.4177777777777778,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.111987788356544
assembly,2023-09,3.8866761409389863,151,0.4300847457627119,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.0238805208462765
assembly,2023-10,3.941954107897259,175,0.4337121212121212,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.170483995038151
assembly,2023-11,3.8991537233644444,171,0.4381818181818182,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.147494476813453
assembly,2023-12,3.8234856412205525,166,0.4659498207885305,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.117993812416755
assembly,2024-01,3.882370948802429,171,0.46223021582733814,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,5.147494476813453
assembly,2024-02,3.7597020379659973,134,0.4323607427055703,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.0,0,4.90527477843843
assembly,2024-03,3.746698568097872,144,0.45770065075921906,0.089,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,-0.5539230769230771,0,4.976733742420574
c,2018-01,4.563625567953027,1062,0.4324991768192295,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.968850378341948
c,2018-02,4.552751809716809,1038,0.43499735403069323,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.946013991099227
c,2018-03,4.5889405257622045,1118,0.42737094837935174,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.020190708311925
c,2018-04,4.613827344621116,1055,0.4200743494423792,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.962243464266207
c,2018-05,4.605160526282239,1113,0.42327878974992283,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.01571242048723
c,2018-06,4.688707145845428,1060,0.4189374632425015,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.966967138613983
c,2018-07,4.615186546084323,924,0.42102803738317757,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.829793737512425
c,2018-08,4.5606616460173734,941,0.43249833739747284,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.848005274576363
c,2018-09,4.477322114318881,938,0.4412479740680713,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.844815479208263
c,2018-10,4.537777802595333,1101,0.43540306664642475,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.004881989712859
c,2018-11,4.537406329983368,1132,0.43195179306290415,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.0326242610280065
c,2018-12,4.548453466905191,1061,0.4346230820547031,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.967909201801884
c,2019-01,4.5456307085708065,1062,0.43603482920294706,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.968850378341948
c,2019-02,4.516554583073383,1050,0.44577854011816276,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.957497370876951
c,2019-03,4.541633805431983,1099,0.44115776081424934,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.003065458786462
c,2019-04,4.58459455849159,1111,0.4309512688774716,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.013915474810528
c,2019-05,4.594048176901223,1053,0.42576776303834274,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.960347729101308
c,2019-06,4.661434312585353,1000,0.4182743269026924,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.90875477931522
c,2019-07,4.7056808162110855,1004,0.4079601990049751,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.912742820493176
c,2019-08,4.661496346911957,935,0.4138660399529965,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.841615476477592
c,2019-09,4.5243346462746015,1003,0.4394771737071415,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.911747300251674
c,2019-10,4.569683618666819,1129,0.4258888717869786,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.029972911706386
c,2019-11,4.603976631176759,1146,0.42411552346570397,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,7.044905117129371
c,2019-12,4.61418791911198,1029,0.4113463446907046,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.937314081223682
c,2020-01,4.7213536052537375,1089,0.4043978697818244,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.993932975223189
c,2020-02,4.682217190149286,1033,0.41332365220548195,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.9411900550683745
c,2020-03,4.688118188047311,1196,0.4162473040977714,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.087573705557973
c,2020-04,4.699731848074875,1348,0.41747881355932204,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.207118856207756
c,2020-05,4.619815222863764,1299,0.4233096274280862,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.170119543449628
c,2020-06,4.682456641654081,1161,0.4138371927830658,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.057897937411856
c,2020-07,4.7394603174997805,1105,0.4003457216940363,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.00850518208228
c,2020-08,4.729946125527526,1049,0.3955920806873366,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.956545443151569
c,2020-09,4.626245887281518,1016,0.41756574511126093,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.92461239604856
c,2020-10,4.629177513692557,1108,0.42078079902779886,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.011213987350367
c,2020-11,4.57590765152406,1152,0.4252450980392157,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.050122520269059
c,2020-12,4.607858073681744,1183,0.42831712994659726,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.076653815443951
c,2021-01,4.612829135981647,1159,0.42486825238570003,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.05617528410041
c,2021-02,4.644364379301837,1102,0.4176208651399491,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.005789019253503
c,2021-03,4.619407591397903,1148,0.42633136094674556,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.046647277848756
c,2021-04,4.692485455217538,1109,0.4099105925140173,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,7.01211529430638
c,2021-05,4.563904657476112,999,0.4344450326451385,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.907755278982137
c,2021-06,4.68704047215711,1041,0.4119765018002653,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.948897222313312
c,2021-07,4.694423072729473,960,0.4074074074074074,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.8679744089702925
c,2021-08,4.663148192050933,928,0.40762532360555426,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.834108738813838
c,2021-09,4.6063241184185095,943,0.420997920997921,0.531,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.8501261661455
c,2021-10,4.600671249789016,1047,0.41885889989750597,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.954638864880987
c,2021-11,4.53771657807315,992,0.4236983842010772,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.900730664045173
c,2021-12,4.635602391058985,1053,0.41475741239892183,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,6.960347729101308
c,2022-01,4.632709947904161,1033,0.42290432597379285,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.9411900550683745
c,2022-02,4.60557259133816,907,0.4153716925661487,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.811244378601294
c,2022-03,4.6185010513828075,998,0.41636690647482016,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.906754778648554
c,2022-04,4.561030195032808,925,0.4212704324436168,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.8308742346461795
c,2022-05,4.641272275368651,948,0.41396459120747964,0.531,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.855408798609928
c,2022-06,4.637365730585705,899,0.40182343784745383,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.802394763324311
c,2022-07,4.7444093313733635,921,0.3940802348336595,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.826545223556594
c,2022-08,4.6136848174251455,871,0.40635866865375064,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.77078942390898
c,2022-09,4.5655494897201745,891,0.41784472769409037,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.79346613258001
c,2022-10,4.4932640501413825,942,0.4273811778072335,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,-0.0,0,6.849066282633458
c,2022-11,4.616187241207802,1011,0.4087578803884819,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,0,6.919683849847411
c,2022-12,4.629757013268987,994,0.41191556520023676,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,0,6.902742737158593
c,2023-01,4.721882404467346,933,0.3996774936650541,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,0,6.839476438228843
c,2023-02,4.746477734964877,841,0.38453417788334654,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,-0.0,0,6.7357800142423265
c,2023-03,4.769893998095708,828,0.3801070724147647,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,0,6.720220155135295
c,2023-04,4.860115870017013,866,0.362962962962963,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,0,6.7650389767805414
c,2023-05,4.925256809842163,864,0.3625694873378629,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,0,6.762729506931879
c,2023-06,4.8625067915833355,767,0.3520975259949803,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,-0.0,0,6.643789733147672
c,2023-07,4.8584543246027785,841,0.37230340988169797,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,-0.0,0,6.7357800142423265
c,2023-08,4.822612400636907,755,0.36952452265069263,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.628041376179533
c,2023-09,4.790127731812145,756,0.3763157894736842,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.6293632534374485
c,2023-10,4.805047757359668,809,0.3833102493074792,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.697034247666484
c,2023-11,4.762578457344444,768,0.3796773086165465,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.645090969505644
c,2023-12,4.797426575286645,772,0.3752775721687639,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.650279048587422
c,2024-01,4.740741082693127,721,0.3804305283757339,0.531,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.11192307692307701,-0.0,0,6.582025138892826
