month,n_questions,avg_score,median_score,pct_negative,avg_views,pct_answered,pct_accepted,avg_length,avg_code,n_users,n_answers,avg_ans_score,qa_ratio
2019-03-01,161637,1.1663851717119225,0.0,8.420720503350099,1635.2155137746927,82.85355456980766,46.08474544813378,1696.4552299287911,2.7920773090319666,109429,220009,2.099245939938821,0.7346835811262267
2019-04-01,153979,1.1339143649458692,0.0,8.25047571422077,1542.0491885257081,82.43851434286493,45.273706154735386,1717.3156209612998,2.858857376655258,105819,207266,2.064935879497843,0.7429052521880096
2019-05-01,151844,1.0780076921050552,0.0,8.05300176496931,1412.0300374068122,82.21266563051553,45.33205131582413,1723.9997892573958,2.863425621032112,103787,202415,2.0340538003606454,0.750161796309562
2019-06-01,136316,1.2201795827342352,0.0,8.176589688664574,1613.2522227764898,82.29261421990081,45.544176765750166,1723.6863977816251,2.8560770562516504,93495,182919,2.1115630415648456,0.7452260290073749
2019-07-01,151518,1.103981045156351,0.0,7.923151044760359,1470.9872226402144,82.33411211869218,45.32134795865838,1730.839306221043,2.874549558468301,102399,202180,1.9914383222870709,0.7494213077455733
2019-08-01,137593,1.142499981830471,0.0,7.496020873154885,1454.0402055337117,83.065998997042,46.295233042378605,1747.7566591323687,2.9612552964176957,94260,189686,2.0230328015773438,0.7253724576405217
2019-09-01,137339,1.1471031535106562,0.0,8.13388767939187,1468.9294810651018,82.85556178507197,45.03163704410255,1703.6793554634883,2.857971879801076,94794,186684,2.0248923314263676,0.7356763300550663
2019-10-01,153230,1.0598055211120538,0.0,8.074136918358024,1406.1968544018796,82.60001305227436,45.07929256672975,1692.6817463943091,2.804189780069177,104483,205209,1.9225033989737292,0.7467021426935466
2019-11-01,148855,0.9926236941990527,0.0,8.375936313862484,1318.3103691511874,82.84236337375297,44.8570756776729,1714.424688455208,2.7890094387155284,101834,201340,1.8955398827853382,0.739321545644184
2019-12-01,133069,1.0520030961380937,0.0,7.6952558447121415,1396.5502633971848,82.79764633385686,45.351659665286434,1761.435217819327,2.84422367343258,92046,182011,1.9449428880672048,0.7311041640340419
2020-01-01,147283,1.0385720008419166,0.0,7.596939225844124,1392.9644697622944,82.32789935023051,45.41121514363504,1742.2455816353552,2.8236931621436283,100186,198684,1.9181514364518533,0.7412927060055163
2020-02-01,145776,0.9717374602129294,0.0,7.402453078696082,1329.5744841400506,82.09376028975963,44.949099989024255,1746.0008574799692,2.7948221929535726,99931,193320,1.828791640802814,0.7540657976412166
2020-03-01,156645,0.8968687158862396,0.0,7.594241756838711,1228.2205368827604,81.32209773692107,44.638513837020014,1754.718637683935,2.7910625937629674,107275,197446,1.7524639648308904,0.7933561581394406
2020-04-01,183724,0.8559850645533518,0.0,7.212449108445276,1191.0356295312533,81.7106093923494,45.428468790141736,1735.254468659511,2.75751670984738,122485,232154,1.7169034347889762,0.7913884748916667
2020-05-01,187355,0.8574577673400763,0.0,6.940834245149582,1160.7098716340636,81.90440607403059,45.56110058445198,1730.181052013557,2.760817699020576,123822,242099,1.6579952829214495,0.7738776285734348
2020-06-01,172646,0.8909850213732146,0.0,7.183485282022173,1183.5812124231086,81.62772378161092,44.788758500052126,1745.9096880321583,2.736837227621839,115012,223965,1.6566427790056482,0.7708615185408434
2020-07-01,166713,0.8695542639146318,0.0,7.74324737722913,1190.8111844907116,82.0110009417382,45.30660476387564,1804.6266877807968,2.8089231193728144,110840,218820,1.6481034640343661,0.7618727721414862
2020-08-01,148976,0.8359333046933735,0.0,8.493314359359896,1163.7369039308344,82.30251852647406,45.528138760605735,1835.689963484051,2.8293550639029106,101046,196960,1.6578290008123477,0.7563769293257514
2020-09-01,142478,0.837020452280352,0.0,7.973160768680076,1131.534159659737,81.85123317284072,45.077134715535024,1810.8204424542737,2.8190317101587614,97786,187492,1.6526198451133916,0.7599150897104943
2020-10-01,142501,0.8410116420235647,0.0,7.350123858779939,1104.7312931137326,82.16503743833377,45.75897712998505,1825.379414881299,2.8409555020666524,97986,188756,1.6543739006971965,0.7549481870774969
2020-11-01,135647,0.85257322314537,0.0,7.598398785081867,1102.778712393197,81.71872581037546,45.695076190405985,1836.2919342115933,2.8523668050159605,94181,177487,1.6539690230833808,0.7642644250001408
2020-12-01,134586,0.8148024311592588,0.0,7.754892782310195,1065.0135823934138,81.65113756259937,44.970502132465484,1844.6801673279538,2.8388019556268853,93700,178370,1.6207658238493021,0.7545327129001513
2021-01-01,140598,0.7621018791163459,0.0,9.059872828916484,1055.9143373305453,81.65621132590792,44.97716894977169,1835.2465326676056,2.8268040797166387,97382,185061,1.5736865141764067,0.7597386807593172
2021-02-01,132408,0.7570766116850945,0.0,7.950425956135581,1024.7166183312186,81.23225182768414,44.73521237387469,1812.4337728838136,2.8215138058123377,93374,171335,1.5332652406104998,0.7728018209939592
2021-03-01,149654,0.741690833522659,0.0,7.967712189450332,983.9737060152084,80.43620618226042,43.88589680195651,1822.8211207184572,2.787790503427907,103538,189419,1.4980017844038878,0.7900685781257424
2021-04-01,136730,0.7129232794558619,0.0,7.971184085423828,964.3820449060191,80.38835661522708,43.486433116360715,1844.3213852117312,2.80201126307321,96204,174334,1.4908967843335208,0.7842991040187227
2021-05-01,134635,0.6985404983845211,0.0,8.188064024956363,966.2222304749879,80.6424778103762,43.40698926727819,1859.1838377836373,2.771701266386898,94505,173640,1.4692985487214927,0.7753685786685096
2021-06-01,129798,0.6954883742430545,0.0,8.273625171420207,948.6506340621581,80.42265674355536,42.84965870044223,1839.985123037335,2.7843495277277,91348,167496,1.4585840855901036,0.7749319386731623
2021-07-01,124786,0.687464939977241,0.0,8.121103328899075,923.539940377927,80.11235234721845,43.02325581395349,1835.1081291170483,2.8082316926578303,87818,161584,1.4103624121200118,0.7722670561441727
2021-08-01,122951,0.6959439126155949,0.0,8.46678758204488,954.06121137689,80.60853510748184,43.15703003635595,1823.9013753446495,2.844743027710226,86643,160937,1.4275523962792893,0.7639697521390357
2021-09-01,120513,0.7103217080314986,0.0,8.801540082812643,971.8512276683844,80.24528474106528,42.40787300955084,1827.5416345124593,2.81273389592824,85767,158326,1.416621401412276,0.7611699910311636
2021-10-01,119692,0.6646225311633192,0.0,10.09006449888046,931.3087006650403,80.39050228920897,42.69792467332821,1802.2115429602648,2.8008973030779,85160,155101,1.3924281597152823,0.7717035995899446
2021-11-01,120005,0.6925628098829215,0.0,8.126328069663764,943.3928752968626,79.21253281113287,41.91658680888296,1818.5284113161952,2.8286321403274863,86022,151334,1.386020325901648,0.7929810881890388
2021-12-01,113003,0.7550507508650213,0.0,8.110404148562427,953.0505915772147,79.40939621072008,41.448457120607415,1832.5466669026487,2.820792368344203,81732,145728,1.3608777997364954,0.7754378019323671
2022-01-01,120254,0.7204001530094633,0.0,8.332363164634856,991.1217838907645,79.54496316130857,41.92126665225273,1855.0173466163287,2.815440650622848,86363,154958,1.3491204068199125,0.7760425405593774
2022-02-01,114830,0.6762257249847601,0.0,7.934337716624576,999.3445092745798,79.17617347383089,40.65662283375425,1803.7780719324219,2.7592615170251675,83320,145464,1.2589437936534125,0.7894049386789859
2022-03-01,124547,0.6290316105566574,0.0,7.6557444177699985,931.402763615342,78.40493950075073,39.797827326230255,1815.8481215926518,2.736862389298819,90050,154327,1.2012479993779441,0.8070331179897231
2022-04-01,115320,0.6072060353798127,0.0,8.269164065209852,878.7993669788415,78.61862643080126,39.84044398196323,1833.082075962539,2.7607180020811652,84306,145300,1.1610185822436339,0.7936682725395733
2022-05-01,117234,0.5907586536329051,0.0,8.238224405889076,802.2233055257008,78.25971987648634,39.09531364621185,1829.1805534230684,2.750243103536517,85063,148004,1.1114091511040243,0.7921002135077431
2022-06-01,112584,0.5480707738222127,0.0,8.637994741703972,714.7331148298159,78.23314147658638,39.31819796773964,1844.120656576423,2.745487813543665,81976,143838,1.0897328939501383,0.7827138864555959
2022-07-01,111927,0.4969757073807035,0.0,8.955837286803007,648.4385090282059,78.77098465964423,39.93227728787513,1862.1324613364068,2.772521375539414,81098,144262,1.0327529079036752,0.7758592006210921
2022-08-01,113982,0.47932129634503695,0.0,8.981242652348616,590.1412152796056,78.89052657437139,40.13791651313365,1841.9973680054745,2.776227825446123,82232,148980,1.0063028594442207,0.76508256141764
2022-09-01,104743,0.4054208873146654,0.0,11.857594302244541,530.802908070229,79.40578368005498,40.22798659576296,1832.0586864993365,2.7769970308278356,76744,139080,0.9744319815933276,0.753113316077078
2022-10-01,107297,0.40328247760888003,0.0,9.56597108959244,471.4223883239979,78.43648937062547,39.73643251908255,1814.4714297697046,2.744419694865653,79235,138183,0.9261558947193215,0.7764848063799454
2022-11-01,110750,0.40037923250564333,0.0,9.267720090293453,458.97655079006773,77.9232505643341,38.639277652370204,1853.3231783295712,2.781092550790068,82665,140076,0.9066863702561466,0.7906422227933407
2022-12-01,97715,0.45683876579849564,0.0,8.778590799774856,474.49689402855245,77.9931433249757,38.50278872230466,1915.0241825717649,2.8526633577239933,73719,124500,0.9022088353413654,0.784859437751004
2023-01-01,98254,0.44096932440409553,0.0,8.704989109858124,396.1740285382783,77.39125124676858,38.4737517047652,1946.660166507216,2.8882284690699613,74492,127033,0.9049144710429573,0.7734525674431053
2023-02-01,86957,0.41448072035603806,0.0,8.692802189587958,390.8406798762607,76.94607679657763,37.549593477235874,1948.0212978828617,2.9181434502110237,67794,111716,0.8408464320240611,0.7783755236492534
2023-03-01,88732,0.4428165712482532,0.0,8.298021007077491,413.75485732317543,76.08416354866338,36.86719560023442,2009.9136613623045,2.9436505432087636,68950,114500,0.8569519650655022,0.7749519650655022
2023-04-01,84784,0.36545810530288736,0.0,6.792555199094169,341.60421777693904,61.89021513493111,29.42772221173806,2075.5035384034722,2.874551802226835,66917,88265,0.8572480598198606,0.960561944145471
2023-05-01,86755,0.3408564347876203,0.0,6.188692294392254,302.4965016425566,58.12575644055098,27.833554262002192,2091.4279638061207,2.8464065471730735,68732,86843,0.8255357369045289,0.9989866771069631
2023-06-01,84203,0.3176965191263969,0.0,5.9225918316449535,264.2079260833937,56.93146324952792,26.780518508841727,2084.761267413275,2.763868270726696,67239,82191,0.7649256001265345,1.0244795658892092
2023-07-01,82892,0.2904019688269073,0.0,6.218935482314337,235.12086811755054,57.58698064951986,27.20769193649568,2100.6688824011967,2.7868913767311683,65962,82751,0.7327403898442315,1.001703906901427
2023-08-01,79084,0.2802083860199282,0.0,6.532294775175762,210.7473951747509,57.65641596277376,27.429062768701634,2122.8312933083807,2.8456072024682615,63082,80900,0.7082447466007417,0.9775525339925835
2023-09-01,69182,0.26874042380966146,0.0,6.938220924517938,193.20632534474285,57.60168830042497,27.3958544129976,2110.7242490821313,2.8266601139024603,55918,72306,0.7117389981467651,0.9567947334937627
2023-10-01,70410,0.24468115324527767,0.0,6.956398238886521,167.1333759409175,56.817213463996595,26.693651469961654,2117.4946740519813,2.8308194858684845,57338,71833,0.6835437751451283,0.9801901632954213
2023-11-01,66717,0.23863483070281938,0.0,7.413402880824978,143.21717103586792,56.19407347452673,26.46401966515281,2167.427207458369,2.8320518008903277,54671,68432,0.6188917465513211,0.9749386252045826
2023-12-01,56607,0.22889395304467644,0.0,6.53452753193068,110.90849188262936,55.76872118289258,25.784796933241473,2216.4559683431376,2.899146748635328,47131,58521,0.5989986500572444,0.9672937919721126
2024-01-01,63183,0.20845797128974566,0.0,6.538151084943735,85.45472674611842,55.910608866308976,26.301378535365526,2200.5012582498457,2.9120966082648816,51953,66423,0.5446607349863752,0.9512217153696761
2024-02-01,61682,0.1947407671605979,0.0,6.656723193151973,68.04922019389774,54.202198372296614,25.047825945981,2173.0667455659673,2.865827956291949,50952,63203,0.515814122747338,0.9759346866446214
2024-03-01,67746,0.009801316682903788,0.0,15.56844684557022,42.40513093023942,47.78141882915597,21.236678180261563,2215.950624391108,2.7513949163050215,56135,62868,0.4688076604950054,1.0775911433479672
