post_id,label_id,label
78408219,4,ERROR
78410080,4,ERROR
78270472,4,ERROR
78407111,4,ERROR
78298013,4,ERROR
78316472,4,ERROR
78258445,4,ERROR
78408506,4,ERROR
78308616,4,ERROR
78366839,4,ERROR
78400466,4,ERROR
78410743,4,ERROR
78345061,4,ERROR
78407701,4,ERROR
78277366,4,ERROR
78411243,4,ERROR
78404357,4,ERROR
78408788,4,ERROR
78392814,4,ERROR
78400789,4,ERROR
78349528,4,ERROR
78391185,4,ERROR
78406400,4,ERROR
78406705,4,ERROR
78410108,4,ERROR
78408974,4,ERROR
78287377,4,ERROR
78411314,4,ERROR
78322500,4,ERROR
78314988,4,ERROR
78394914,4,ERROR
78396501,4,ERROR
78366177,4,ERROR
78364925,4,ERROR
78374205,4,ERROR
78292040,4,ERROR
78302476,4,ERROR
78350986,4,ERROR
78291494,4,ERROR
78367740,4,ERROR
78399895,4,ERROR
78291478,4,ERROR
78375094,4,ERROR
78279241,4,ERROR
78290750,4,ERROR
78297560,4,ERROR
78354232,4,ERROR
78379820,4,ERROR
78269102,4,ERROR
78373649,4,ERROR
78408573,4,ERROR
78258082,4,ERROR
78262843,4,ERROR
78379319,4,ERROR
78408042,4,ERROR
78403500,4,ERROR
78409692,4,ERROR
78406916,4,ERROR
78342386,4,ERROR
78397853,4,ERROR
78409666,4,ERROR
78287855,4,ERROR
78352966,4,ERROR
78306120,4,ERROR
78356635,4,ERROR
78291396,4,ERROR
78406905,4,ERROR
78304008,4,ERROR
78274311,4,ERROR
78329966,4,ERROR
78382254,4,ERROR
78342568,4,ERROR
78289271,4,ERROR
78275617,4,ERROR
78397227,4,ERROR
78408259,4,ERROR
78253325,4,ERROR
78313769,4,ERROR
78258726,4,ERROR
78408822,4,ERROR
78366700,4,ERROR
78394334,4,ERROR
78407576,4,ERROR
78401755,4,ERROR
78410974,4,ERROR
78407150,4,ERROR
78386754,4,ERROR
78409169,4,ERROR
78407569,4,ERROR
78283951,4,ERROR
78356191,4,ERROR
78407316,4,ERROR
78298741,4,ERROR
78337363,4,ERROR
78392922,4,ERROR
78399382,4,ERROR
78407910,4,ERROR
78402309,4,ERROR
78397294,4,ERROR
78396882,4,ERROR
78284074,4,ERROR
78365746,4,ERROR
78267216,4,ERROR
78309613,4,ERROR
78361476,4,ERROR
78410314,4,ERROR
78270049,4,ERROR
78278569,4,ERROR
78282849,4,ERROR
78342149,4,ERROR
78269052,4,ERROR
78410778,4,ERROR
78396944,4,ERROR
78365625,4,ERROR
78308013,4,ERROR
78296563,4,ERROR
78399073,4,ERROR
78408025,4,ERROR
78267121,4,ERROR
78359862,4,ERROR
78328770,4,ERROR
78408444,4,ERROR
78408615,4,ERROR
78293535,4,ERROR
78357994,4,ERROR
78279326,4,ERROR
78274879,4,ERROR
78339450,4,ERROR
78404959,4,ERROR
78317773,4,ERROR
78409927,4,ERROR
78381150,4,ERROR
78410393,4,ERROR
78319480,4,ERROR
78321655,4,ERROR
78409078,4,ERROR
78411114,4,ERROR
78410784,4,ERROR
78406557,4,ERROR
78343497,4,ERROR
78404266,4,ERROR
78310628,4,ERROR
78307410,4,ERROR
78375058,4,ERROR
78313284,4,ERROR
78403390,4,ERROR
78387553,4,ERROR
78406121,4,ERROR
78378002,4,ERROR
78392528,4,ERROR
78330290,4,ERROR
78342787,4,ERROR
78280140,4,ERROR
78356079,4,ERROR
78371695,4,ERROR
78410443,4,ERROR
78409209,4,ERROR
78365286,4,ERROR
78347888,4,ERROR
78284987,4,ERROR
78406593,4,ERROR
78262095,4,ERROR
78278299,4,ERROR
78297501,4,ERROR
78398796,4,ERROR
78409777,4,ERROR
78354831,4,ERROR
78404454,4,ERROR
78277490,4,ERROR
78289972,4,ERROR
78320263,4,ERROR
78408301,4,ERROR
78296963,4,ERROR
78345839,4,ERROR
78276988,4,ERROR
78405119,4,ERROR
78405043,4,ERROR
78408755,4,ERROR
78273632,4,ERROR
78410487,4,ERROR
78410077,4,ERROR
78400790,4,ERROR
78278743,4,ERROR
78321337,4,ERROR
78349079,4,ERROR
78374925,4,ERROR
78343977,4,ERROR
78369972,4,ERROR
78348013,4,ERROR
78291738,4,ERROR
78407366,4,ERROR
78398060,4,ERROR
78291100,4,ERROR
78410277,4,ERROR
78388315,4,ERROR
78329487,4,ERROR
78408586,4,ERROR
78287860,4,ERROR
78336914,4,ERROR
78410979,4,ERROR
78404975,4,ERROR
78408394,4,ERROR
78336255,4,ERROR
78399403,4,ERROR
78277618,4,ERROR
78310556,4,ERROR
78325374,4,ERROR
78406277,4,ERROR
78278076,4,ERROR
78409211,4,ERROR
78406576,4,ERROR
78397380,4,ERROR
78337617,4,ERROR
78387160,4,ERROR
78397909,4,ERROR
78406555,4,ERROR
78354302,4,ERROR
78394666,4,ERROR
78310429,4,ERROR
78288949,4,ERROR
78398797,4,ERROR
78255727,4,ERROR
78266767,4,ERROR
78350537,4,ERROR
78317588,4,ERROR
78394874,4,ERROR
78334368,4,ERROR
78368715,4,ERROR
78407277,4,ERROR
78397913,4,ERROR
78267292,4,ERROR
78349033,4,ERROR
78326149,4,ERROR
78285554,4,ERROR
78380015,4,ERROR
78336610,4,ERROR
78358265,4,ERROR
78403077,4,ERROR
78346148,4,ERROR
78360747,4,ERROR
78290200,4,ERROR
78391954,4,ERROR
78385177,4,ERROR
78328296,4,ERROR
78281938,4,ERROR
78256187,4,ERROR
78288984,4,ERROR
78265672,4,ERROR
78260497,4,ERROR
78270274,4,ERROR
78409923,4,ERROR
78390216,4,ERROR
78384621,4,ERROR
78339639,4,ERROR
78397549,4,ERROR
78410570,4,ERROR
78303612,4,ERROR
78355862,4,ERROR
78255094,4,ERROR
78383208,4,ERROR
78280155,4,ERROR
78409185,4,ERROR
78315855,4,ERROR
78381842,4,ERROR
78322600,4,ERROR
78389947,4,ERROR
78409866,4,ERROR
78365231,4,ERROR
78403648,4,ERROR
78366544,4,ERROR
78347666,4,ERROR
78327608,4,ERROR
78304822,4,ERROR
78373662,4,ERROR
78376331,4,ERROR
78298687,4,ERROR
78279764,4,ERROR
78384836,4,ERROR
78399974,4,ERROR
78372598,4,ERROR
78362644,4,ERROR
78373150,4,ERROR
78365755,4,ERROR
78386754,4,ERROR
78333672,4,ERROR
78396112,4,ERROR
78407694,4,ERROR
78295988,4,ERROR
78380033,4,ERROR
78335183,4,ERROR
78289132,4,ERROR
78391647,4,ERROR
78391652,4,ERROR
78387800,4,ERROR
78384347,4,ERROR
78364297,4,ERROR
78404328,4,ERROR
78383303,4,ERROR
78375098,4,ERROR
78404483,4,ERROR
78330491,4,ERROR
78326882,4,ERROR
78390286,4,ERROR
78368768,4,ERROR
78365262,4,ERROR
78376429,4,ERROR
78379681,4,ERROR
78374707,4,ERROR
78387057,4,ERROR
78253335,4,ERROR
78410334,4,ERROR
78273815,4,ERROR
78385255,4,ERROR
78375770,4,ERROR
78396306,4,ERROR
78381206,4,ERROR
78330290,4,ERROR
78327658,4,ERROR
78395453,4,ERROR
78393442,4,ERROR
78410175,4,ERROR
78375450,4,ERROR
78258445,4,ERROR
78259449,4,ERROR
78398433,4,ERROR
78379716,4,ERROR
78273648,4,ERROR
78409180,4,ERROR
78396708,4,ERROR
78358974,4,ERROR
78379309,4,ERROR
78312481,4,ERROR
78257772,4,ERROR
78366211,4,ERROR
78381018,4,ERROR
78409027,4,ERROR
78253325,4,ERROR
78375175,4,ERROR
78381150,4,ERROR
78349296,4,ERROR
78386813,4,ERROR
78396278,4,ERROR
78392462,4,ERROR
78386264,4,ERROR
78256228,4,ERROR
78401895,4,ERROR
78409474,4,ERROR
78264272,4,ERROR
78393854,4,ERROR
78395385,4,ERROR
78402060,4,ERROR
78390553,4,ERROR
78369646,4,ERROR
78363477,4,ERROR
78402804,4,ERROR
78408684,4,ERROR
78372695,4,ERROR
78388953,4,ERROR
78363891,4,ERROR
78347982,4,ERROR
78305577,4,ERROR
78270875,4,ERROR
78383612,4,ERROR
78397584,4,ERROR
78383830,4,ERROR
78371954,4,ERROR
78390718,4,ERROR
78404686,4,ERROR
78361778,4,ERROR
78395891,4,ERROR
78357994,4,ERROR
78306197,4,ERROR
78375556,4,ERROR
78349235,4,ERROR
78295630,4,ERROR
78396217,4,ERROR
78368060,4,ERROR
78313423,4,ERROR
78398490,4,ERROR
78377938,4,ERROR
78410981,4,ERROR
78377607,4,ERROR
78406277,4,ERROR
78379786,4,ERROR
78397849,4,ERROR
78405640,4,ERROR
78365072,4,ERROR
78382714,4,ERROR
78362751,4,ERROR
78382914,4,ERROR
78403722,4,ERROR
78396581,4,ERROR
78269835,4,ERROR
78347723,4,ERROR
78319216,4,ERROR
78410004,4,ERROR
78407262,4,ERROR
78403980,4,ERROR
78399319,4,ERROR
78386594,4,ERROR
78343960,4,ERROR
78402045,4,ERROR
78395665,4,ERROR
78364436,4,ERROR
78381147,4,ERROR
78314988,4,ERROR
78395614,4,ERROR
78326057,4,ERROR
78393895,4,ERROR
78382374,4,ERROR
78356191,4,ERROR
78352581,4,ERROR
78374011,4,ERROR
78377535,4,ERROR
78383784,4,ERROR
78339641,4,ERROR
78383813,4,ERROR
78354493,4,ERROR
78381989,4,ERROR
78369961,4,ERROR
78400820,4,ERROR
78383879,4,ERROR
78411114,4,ERROR
78377593,4,ERROR
78398274,4,ERROR
78403601,4,ERROR
78365503,4,ERROR
78291789,4,ERROR
78364605,4,ERROR
78395228,4,ERROR
78355735,4,ERROR
78397048,4,ERROR
78319275,4,ERROR
78379938,4,ERROR
78370657,4,ERROR
78374508,4,ERROR
78379162,4,ERROR
78361781,4,ERROR
78366542,4,ERROR
78373622,4,ERROR
78373842,4,ERROR
78387108,4,ERROR
78350787,4,ERROR
78350773,4,ERROR
78387706,4,ERROR
78371817,4,ERROR
78383270,4,ERROR
78384719,4,ERROR
78364933,4,ERROR
78396459,4,ERROR
78345214,4,ERROR
78268325,4,ERROR
78408187,4,ERROR
78400572,4,ERROR
78325198,4,ERROR
78340615,4,ERROR
78368793,4,ERROR
78399895,4,ERROR
78380785,4,ERROR
78378277,4,ERROR
78366719,4,ERROR
78389501,4,ERROR
78304740,4,ERROR
78388917,4,ERROR
78336968,4,ERROR
78373203,4,ERROR
78380730,4,ERROR
78399749,4,ERROR
78398826,4,ERROR
78380253,4,ERROR
78376353,4,ERROR
78399361,4,ERROR
78383336,4,ERROR
78367687,4,ERROR
78386663,4,ERROR
78342447,4,ERROR
78410757,4,ERROR
78397883,4,ERROR
78397273,4,ERROR
78377011,4,ERROR
78388583,4,ERROR
78409927,4,ERROR
78348933,4,ERROR
78408444,4,ERROR
78398363,4,ERROR
78383212,4,ERROR
78365520,4,ERROR
78398155,4,ERROR
78372968,4,ERROR
78373665,4,ERROR
78386382,4,ERROR
78301302,4,ERROR
78361476,4,ERROR
78407624,4,ERROR
78284846,4,ERROR
78389943,4,ERROR
78385882,4,ERROR
78366357,4,ERROR
78386208,4,ERROR
78364235,4,ERROR
78404571,4,ERROR
78399346,4,ERROR
78359095,4,ERROR
78392854,4,ERROR
78378150,4,ERROR
78284113,4,ERROR
78351156,4,ERROR
78385531,4,ERROR
78347725,4,ERROR
78398983,4,ERROR
78377983,4,ERROR
78366513,4,ERROR
78343483,4,ERROR
78379495,4,ERROR
78343354,4,ERROR
78404959,4,ERROR
78368782,4,ERROR
78256899,4,ERROR
78398959,4,ERROR
78402372,4,ERROR
78380704,4,ERROR
78374498,4,ERROR
78274486,4,ERROR
78314772,4,ERROR
78404953,4,ERROR
78371147,4,ERROR
78400422,4,ERROR
78402044,4,ERROR
78403054,4,ERROR
78324365,4,ERROR
78387821,4,ERROR
78332595,4,ERROR
78390117,4,ERROR
78383690,4,ERROR
78401617,4,ERROR
78324827,4,ERROR
78302983,4,ERROR
78407701,4,ERROR
78304474,4,ERROR
78361512,4,ERROR
78380293,4,ERROR
78393659,4,ERROR
78273205,4,ERROR
78335509,4,ERROR
78410818,4,ERROR
78382033,4,ERROR
78375667,4,ERROR
78389977,4,ERROR
78387479,4,ERROR
78350537,4,ERROR
78330131,4,ERROR
78389152,4,ERROR
78383479,4,ERROR
78254183,4,ERROR
78309187,4,ERROR
78396885,4,ERROR
78406068,4,ERROR
78363785,4,ERROR
78408301,4,ERROR
78369145,4,ERROR
78366764,4,ERROR
78330415,4,ERROR
78369793,4,ERROR
78364786,4,ERROR
78401523,4,ERROR
78409022,4,ERROR
78395253,4,ERROR
78371611,4,ERROR
78391069,4,ERROR
78400171,4,ERROR
78392840,4,ERROR
78301337,4,ERROR
78395042,4,ERROR
78394920,4,ERROR
78410590,4,ERROR
78349527,4,ERROR
78323682,4,ERROR
78394759,4,ERROR
78407377,4,ERROR
78388420,4,ERROR
78393482,4,ERROR
78391805,4,ERROR
78379246,4,ERROR
78403602,4,ERROR
78396683,4,ERROR
78394165,4,ERROR
78382639,4,ERROR
78390216,4,ERROR
78410134,4,ERROR
78343255,4,ERROR
78363717,4,ERROR
78393987,4,ERROR
78398126,4,ERROR
78311493,4,ERROR
78397895,4,ERROR
78399499,4,ERROR
78337535,4,ERROR
78390536,4,ERROR
78312052,4,ERROR
78380504,4,ERROR
78392312,4,ERROR
78400430,4,ERROR
78293497,4,ERROR
78410907,4,ERROR
78387899,4,ERROR
78398979,4,ERROR
78329279,4,ERROR
78364126,4,ERROR
78394633,4,ERROR
78402608,4,ERROR
78404258,4,ERROR
78399943,4,ERROR
78401585,4,ERROR
78367191,4,ERROR
78352837,4,ERROR
78386354,4,ERROR
78348726,4,ERROR
78315112,4,ERROR
78307090,4,ERROR
78366158,4,ERROR
78381011,4,ERROR
78266923,4,ERROR
78299252,4,ERROR
78372626,4,ERROR
78398273,4,ERROR
78273708,4,ERROR
78398786,4,ERROR
78385471,4,ERROR
78373684,4,ERROR
78375996,4,ERROR
78409719,4,ERROR
78289030,4,ERROR
78411329,4,ERROR
78343065,4,ERROR
78396317,4,ERROR
78390759,4,ERROR
78355811,4,ERROR
78397876,4,ERROR
78396674,4,ERROR
78401958,4,ERROR
78392972,4,ERROR
78389698,4,ERROR
78410157,4,ERROR
78357841,4,ERROR
78398910,4,ERROR
78399262,4,ERROR
78404246,4,ERROR
78322076,4,ERROR
78389669,4,ERROR
78387833,4,ERROR
78364960,4,ERROR
78404019,4,ERROR
78402195,4,ERROR
78411419,4,ERROR
78315024,4,ERROR
78389783,4,ERROR
78387492,4,ERROR
78396002,4,ERROR
78361586,4,ERROR
78297510,4,ERROR
78401719,4,ERROR
78398177,4,ERROR
78293271,4,ERROR
78394729,4,ERROR
78399106,4,ERROR
78390414,4,ERROR
78380276,4,ERROR
78403679,4,ERROR
78408560,4,ERROR
78403728,4,ERROR
78389356,4,ERROR
78401303,4,ERROR
78375088,4,ERROR
78399862,4,ERROR
78400747,4,ERROR
78406326,4,ERROR
78318131,4,ERROR
78406716,4,ERROR
78408081,4,ERROR
78401151,4,ERROR
78403100,4,ERROR
78402582,4,ERROR
78398457,4,ERROR
78406674,4,ERROR
78284323,4,ERROR
78369241,4,ERROR
78271356,4,ERROR
78261008,4,ERROR
78317621,4,ERROR
78407303,4,ERROR
78405358,4,ERROR
78407600,4,ERROR
78395120,4,ERROR
78262674,4,ERROR
78295302,4,ERROR
78396851,4,ERROR
78304291,4,ERROR
78397385,4,ERROR
78395321,4,ERROR
78390589,4,ERROR
78389574,4,ERROR
78407913,4,ERROR
78386215,4,ERROR
78397265,4,ERROR
78397132,4,ERROR
78275842,4,ERROR
78279775,4,ERROR
78399467,4,ERROR
78409227,4,ERROR
78387374,4,ERROR
78391588,4,ERROR
78307016,4,ERROR
78275740,4,ERROR
78388109,4,ERROR
78395440,4,ERROR
78397965,4,ERROR
78282407,4,ERROR
78391907,4,ERROR
78395249,4,ERROR
78398495,4,ERROR
78343867,4,ERROR
78360571,4,ERROR
78390558,4,ERROR
78379083,4,ERROR
78378798,4,ERROR
78396166,4,ERROR
78399369,4,ERROR
78408581,4,ERROR
78387597,4,ERROR
78409586,4,ERROR
78299160,4,ERROR
78354966,4,ERROR
78394532,4,ERROR
78405548,4,ERROR
78353364,4,ERROR
78400260,4,ERROR
78400159,4,ERROR
78355080,4,ERROR
78382337,4,ERROR
78391137,4,ERROR
78391246,4,ERROR
78261896,4,ERROR
78391917,4,ERROR
78391057,4,ERROR
78409207,4,ERROR
78388965,4,ERROR
78408515,4,ERROR
78408617,4,ERROR
78408568,4,ERROR
78274903,4,ERROR
78327457,4,ERROR
78409838,4,ERROR
78367168,4,ERROR
78408083,4,ERROR
78357024,4,ERROR
78360804,4,ERROR
78381047,4,ERROR
78410687,4,ERROR
78353241,4,ERROR
78398818,4,ERROR
78261483,4,ERROR
78342156,4,ERROR
78395518,4,ERROR
78392285,4,ERROR
78291729,4,ERROR
78306277,4,ERROR
78409082,4,ERROR
78410190,4,ERROR
78399581,4,ERROR
78380780,4,ERROR
78394836,4,ERROR
78394615,4,ERROR
78391506,4,ERROR
78321868,4,ERROR
78372763,4,ERROR
78402597,4,ERROR
78403668,4,ERROR
78390136,4,ERROR
78410809,4,ERROR
78328588,4,ERROR
78263719,4,ERROR
78318006,4,ERROR
78356875,4,ERROR
78302196,4,ERROR
78403427,4,ERROR
78408197,4,ERROR
78298986,4,ERROR
78371882,4,ERROR
78384623,4,ERROR
78395154,4,ERROR
78403782,4,ERROR
78286253,4,ERROR
78398487,4,ERROR
78316635,4,ERROR
78396378,4,ERROR
78401520,4,ERROR
78377074,4,ERROR
78396963,4,ERROR
78323271,4,ERROR
78356531,4,ERROR
78310475,4,ERROR
78387867,4,ERROR
78410826,4,ERROR
78395774,4,ERROR
78317038,4,ERROR
78372661,4,ERROR
78377862,4,ERROR
78398629,4,ERROR
78403032,4,ERROR
78406131,4,ERROR
78385011,4,ERROR
78408905,4,ERROR
78409144,4,ERROR
78403918,4,ERROR
78375971,4,ERROR
78406423,4,ERROR
78394948,4,ERROR
78358133,4,ERROR
78371049,4,ERROR
78386057,4,ERROR
78409171,4,ERROR
78401046,4,ERROR
78393323,4,ERROR
78272689,4,ERROR
78396092,4,ERROR
78362240,4,ERROR
78395036,4,ERROR
78389208,4,ERROR
78298387,4,ERROR
78281739,4,ERROR
78404529,4,ERROR
78309172,4,ERROR
78316474,4,ERROR
78393561,4,ERROR
78408715,4,ERROR
78364294,4,ERROR
78374387,4,ERROR
78342056,4,ERROR
78353673,4,ERROR
78376534,4,ERROR
78329234,4,ERROR
78402657,4,ERROR
78352422,4,ERROR
78380114,4,ERROR
78404097,4,ERROR
78350138,4,ERROR
78388999,4,ERROR
78408540,4,ERROR
78304421,4,ERROR
78400028,4,ERROR
78384650,4,ERROR
78275951,4,ERROR
78339689,4,ERROR
78312295,4,ERROR
78403382,4,ERROR
78398689,4,ERROR
78374200,4,ERROR
78378879,4,ERROR
78411050,4,ERROR
78352353,4,ERROR
78291707,4,ERROR
78340345,4,ERROR
78390579,4,ERROR
78378229,4,ERROR
78397379,4,ERROR
78353084,4,ERROR
78295557,4,ERROR
78384015,4,ERROR
78259863,4,ERROR
78364779,4,ERROR
78403448,4,ERROR
78345559,4,ERROR
78403027,4,ERROR
78407120,4,ERROR
78308397,4,ERROR
78394285,4,ERROR
78263755,4,ERROR
78376391,4,ERROR
78369971,4,ERROR
78339294,4,ERROR
78345126,4,ERROR
78401241,4,ERROR
78327911,4,ERROR
78408265,4,ERROR
78312144,4,ERROR
78316626,4,ERROR
78411075,4,ERROR
78271143,4,ERROR
78397437,4,ERROR
78411204,4,ERROR
78407496,4,ERROR
78393701,4,ERROR
78395834,4,ERROR
78357970,4,ERROR
78341610,4,ERROR
78379965,4,ERROR
78406944,4,ERROR
78395698,4,ERROR
78269052,4,ERROR
78327742,4,ERROR
78336761,4,ERROR
78397407,4,ERROR
78372965,4,ERROR
78408428,4,ERROR
78408998,4,ERROR
78404556,4,ERROR
78323845,4,ERROR
78407254,4,ERROR
78361772,4,ERROR
78342681,4,ERROR
78291298,4,ERROR
78380807,4,ERROR
78400013,4,ERROR
78373619,4,ERROR
78375704,4,ERROR
78395332,4,ERROR
78400811,4,ERROR
78317148,4,ERROR
78395728,4,ERROR
78266791,4,ERROR
78332501,4,ERROR
78315974,4,ERROR
78397963,4,ERROR
78398117,4,ERROR
78401223,4,ERROR
78397887,4,ERROR
78365103,4,ERROR
78384669,4,ERROR
78337632,4,ERROR
78354650,4,ERROR
78401981,4,ERROR
78386077,4,ERROR
78404877,4,ERROR
78390990,4,ERROR
78403908,4,ERROR
78401619,4,ERROR
78334507,4,ERROR
78395893,4,ERROR
